"Indicator","PUBLISH STATES","Year","WHO region","Country","Sex","Cause","Display Value","Numeric","Low","High","Comments"
"Ambient air pollution attributable DALYs  (per 100 000 population)","Published","2016","Africa","Zimbabwe","Both sexes","Total","984 [644–1359]","984.00311","643.89685","1359.47388",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Africa","Angola","Male","Total","1870 [1330–2437]","1869.91089","1330.48499","2436.78784",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Eastern Mediterranean","United Arab Emirates","Male","Total","1365 [1201–1541]","1365.39014","1201.41028","1541.13684",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Europe","Austria","Female","Chronic obstructive pulmonary disease","36 [14–64]","35.96772","14.09387","63.64366",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Europe","Austria","Male","Chronic obstructive pulmonary disease","62 [24–110]","62.00660","24.29714","109.71856",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Europe","Belgium","Female","Chronic obstructive pulmonary disease","54 [22–96]","54.26090","21.58146","95.62247",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Europe","Belgium","Male","Chronic obstructive pulmonary disease","94 [37–165]","93.68519","37.26188","165.09882",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","South-East Asia","Bangladesh","Female","Total","1826 [1633–2033]","1826.34082","1632.60913","2033.39917",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","South-East Asia","Bangladesh","Female","Chronic obstructive pulmonary disease","387 [237–548]","387.11060","236.81589","547.98309",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","South-East Asia","Bangladesh","Male","Chronic obstructive pulmonary disease","500 [306–708]","500.24048","306.02338","708.12665",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Americas","Bahamas","Both sexes","Total","500 [426–583]","499.81454","426.48212","583.18188",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Americas","Bahamas","Female","Total","351 [295–415]","350.97336","295.01990","415.34610",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Americas","Belize","Both sexes","Total","1023 [864–1203]","1022.88928","863.53613","1202.90137",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Americas","Barbados","Female","Total","462 [382–552]","461.77356","382.16821","552.24750",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","South-East Asia","Bhutan","Male","Total","2131 [1880–2406]","2131.29565","1879.84216","2405.99561",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","South-East Asia","Bhutan","Both sexes","Chronic obstructive pulmonary disease","448 [254–665]","447.72632","254.24258","665.16852",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Americas","Canada","Both sexes","Chronic obstructive pulmonary disease","23 [5–51]","23.02691","4.62648","51.26022",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Western Pacific","China","Male","Total","1682 [1465–1890]","1682.11096","1464.62915","1890.39014",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Western Pacific","China","Both sexes","Chronic obstructive pulmonary disease","299 [179–429]","298.69437","178.89993","429.26193",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Africa","Cameroon","Female","Chronic obstructive pulmonary disease","257 [162–363]","257.28580","161.78386","363.17093",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Africa","Cameroon","Male","Chronic obstructive pulmonary disease","335 [211–473]","335.32639","210.85654","473.32886",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Africa","Democratic Republic of the Congo","Male","Total","2259 [1705–2814]","2259.40698","1705.08826","2814.45410",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Africa","Cabo Verde","Female","Chronic obstructive pulmonary disease","107 [60–164]","107.48719","59.62576","163.91928",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Africa","Cabo Verde","Male","Chronic obstructive pulmonary disease","157 [87–239]","156.58713","86.86269","238.79730",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Eastern Mediterranean","Djibouti","Female","Total","1879 [1553–2227]","1879.36572","1552.56372","2227.06152",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Americas","Dominican Republic","Both sexes","Total","890 [753–1054]","889.74005","753.26440","1054.29956",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Americas","Dominican Republic","Female","Total","696 [590–828]","696.10266","589.55396","827.50665",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Americas","Ecuador","Both sexes","Chronic obstructive pulmonary disease","53 [23–90]","52.55065","22.52456","90.01177",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Eastern Mediterranean","Egypt","Both sexes","Total","2812 [2565–3093]","2812.21362","2564.70068","3092.92822",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Europe","Spain","Male","Total","312 [240–394]","312.03787","240.29102","393.58990",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Europe","Spain","Both sexes","Chronic obstructive pulmonary disease","36 [12–67]","35.51724","11.68548","66.64234",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Europe","Finland","Male","Total","219 [155–287]","219.17366","155.30554","287.20877",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Europe","United Kingdom of Great Britain and Northern Ireland","Male","Chronic obstructive pulmonary disease","67 [24–123]","66.99644","23.83057","123.02282",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Africa","Guinea","Female","Chronic obstructive pulmonary disease","163 [84–261]","162.83665","83.82268","261.28775",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Africa","Guinea","Male","Chronic obstructive pulmonary disease","195 [100–313]","195.12799","100.44514","313.10248",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Africa","Equatorial Guinea","Female","Total","2809 [2302–3359]","2809.37573","2302.10327","3359.16895",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Africa","Equatorial Guinea","Female","Chronic obstructive pulmonary disease","240 [142–345]","239.90468","142.38521","345.21066",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Americas","Guatemala","Both sexes","Total","809 [615–1015]","808.84003","614.50470","1015.00055",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Americas","Guatemala","Female","Total","714 [544–895]","713.61871","544.21143","894.55078",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Europe","Croatia","Both sexes","Total","625 [520–742]","625.02173","519.58270","742.49744",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Europe","Ireland","Male","Total","314 [241–389]","313.61682","241.06601","388.89517",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Europe","Ireland","Both sexes","Chronic obstructive pulmonary disease","44 [12–85]","43.54898","12.45391","84.67024",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Europe","Iceland","Male","Total","215 [155–279]","214.53973","155.43634","279.24915",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Europe","Iceland","Both sexes","Chronic obstructive pulmonary disease","29 [6–65]","29.37048","6.04173","64.68450",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Europe","Italy","Male","Chronic obstructive pulmonary disease","58 [26–98]","58.03841","26.04549","97.67282",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Americas","Jamaica","Male","Total","492 [412–589]","491.69568","411.68686","588.78467",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Western Pacific","Japan","Female","Chronic obstructive pulmonary disease","17 [6–31]","17.05380","6.42833","30.66660",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Western Pacific","Japan","Male","Chronic obstructive pulmonary disease","57 [21–102]","56.70653","21.37521","101.97124",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Europe","Kyrgyzstan","Female","Chronic obstructive pulmonary disease","85 [44–137]","85.22228","44.14876","137.44254",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Western Pacific","Lao People's Democratic Republic","Both sexes","Total","1991 [1631–2383]","1991.15833","1630.80029","2383.07080",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Western Pacific","Lao People's Democratic Republic","Female","Total","1863 [1527–2232]","1863.14661","1527.16431","2231.95898",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Eastern Mediterranean","Libya","Female","Total","1288 [1168–1422]","1288.37964","1167.80554","1422.46301",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Africa","Lesotho","Both sexes","Total","2265 [1734–2808]","2264.90064","1733.53528","2807.65772",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Africa","Lesotho","Female","Total","2105 [1623–2588]","2104.95020","1623.26074","2588.22339",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Europe","Luxembourg","Male","Total","341 [269–420]","341.04343","268.50580","420.20459",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Europe","Luxembourg","Both sexes","Chronic obstructive pulmonary disease","46 [16–85]","45.91051","15.59277","84.77470",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","South-East Asia","Maldives","Both sexes","Chronic obstructive pulmonary disease","80 [21–160]","80.06717","21.48454","159.84608",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Europe","Republic of North Macedonia","Male","Total","1479 [1293–1684]","1478.94153","1292.82105","1684.39282",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Europe","Malta","Male","Chronic obstructive pulmonary disease","62 [25–108]","62.29798","25.09909","108.38095",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Western Pacific","Mongolia","Female","Chronic obstructive pulmonary disease","56 [32–83]","55.72777","31.67511","82.86389",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Western Pacific","Mongolia","Male","Chronic obstructive pulmonary disease","113 [64–168]","113.18245","64.33179","168.29559",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Africa","Mauritius","Female","Total","516 [427–613]","516.06799","427.10284","613.39014",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Africa","Mauritius","Female","Chronic obstructive pulmonary disease","88 [37–152]","88.13093","36.70142","152.44788",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Africa","Namibia","Both sexes","Total","1596 [1189–2025]","1595.87378","1189.12573","2025.14905",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Africa","Namibia","Female","Total","1363 [1013–1724]","1362.67090","1013.45844","1724.35986",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Americas","Nicaragua","Both sexes","Total","651 [535–786]","650.93811","534.60150","785.71539",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Americas","Nicaragua","Female","Total","543 [449–652]","542.77844","448.56479","651.55261",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Eastern Mediterranean","Pakistan","Male","Total","3425 [3056–3833]","3425.24023","3056.34473","3832.71997",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Eastern Mediterranean","Pakistan","Both sexes","Chronic obstructive pulmonary disease","414 [251–589]","413.69308","251.14864","588.50775",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Americas","Peru","Male","Chronic obstructive pulmonary disease","91 [49–142]","90.82876","48.83374","142.49872",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Western Pacific","Philippines","Male","Total","2513 [2095–2972]","2513.48853","2094.93359","2972.48340",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Western Pacific","Papua New Guinea","Female","Chronic obstructive pulmonary disease","108 [41–195]","108.35167","40.64450","195.44174",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Western Pacific","Papua New Guinea","Male","Chronic obstructive pulmonary disease","191 [71–344]","190.50708","71.46236","343.63144",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Europe","Portugal","Female","Chronic obstructive pulmonary disease","17 [5–33]","16.70545","4.70754","33.16466",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Eastern Mediterranean","Saudi Arabia","Female","Total","1468 [1347–1610]","1467.68750","1346.69141","1609.66199",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Western Pacific","Singapore","Both sexes","Total","512 [412–627]","511.59750","411.52481","627.39893",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Western Pacific","Singapore","Female","Total","332 [254–422]","331.92804","254.24930","421.72662",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Africa","Sierra Leone","Both sexes","Chronic obstructive pulmonary disease","204 [100–334]","204.03743","99.81664","333.71881",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Americas","El Salvador","Both sexes","Total","793 [677–920]","792.66834","677.37885","920.36017",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Eastern Mediterranean","Somalia","Male","Total","3341 [2390–4328]","3340.62744","2390.13745","4328.10693",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Eastern Mediterranean","Somalia","Both sexes","Chronic obstructive pulmonary disease","144 [80–221]","144.27960","79.83105","220.74478",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Africa","Sao Tome and Principe","Male","Total","1622 [1210–2065]","1622.23291","1209.98657","2064.72681",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Africa","Eswatini","Female","Chronic obstructive pulmonary disease","137 [62–229]","137.28922","61.80763","229.49156",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Africa","Eswatini","Male","Chronic obstructive pulmonary disease","319 [144–533]","318.90472","143.57098","533.07861",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Africa","Chad","Male","Chronic obstructive pulmonary disease","302 [181–433]","301.99683","181.04684","433.06595",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Europe","Tajikistan","Female","Total","2013 [1756–2309]","2012.83093","1755.57727","2309.35742",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Europe","Tajikistan","Female","Chronic obstructive pulmonary disease","168 [97–248]","168.24532","96.63993","248.27379",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Europe","Tajikistan","Male","Chronic obstructive pulmonary disease","238 [137–352]","238.22182","136.83437","351.53571",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Western Pacific","Tonga","Both sexes","Total","710 [567–881]","709.98724","566.54437","880.58832",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Western Pacific","Tonga","Female","Total","416 [320–541]","416.39011","319.74545","540.77222",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Europe","Turkey","Both sexes","Total","1175 [1041–1320]","1174.85889","1040.66516","1320.32715",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Africa","United Republic of Tanzania","Both sexes","Chronic obstructive pulmonary disease","117 [64–182]","117.41413","63.96977","182.43800",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Africa","Uganda","Female","Total","1999 [1623–2407]","1999.18970","1622.87842","2407.48511",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Americas","Uruguay","Male","Total","511 [396–642]","510.61047","396.33923","641.80646",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Americas","Saint Vincent and the Grenadines","Both sexes","Chronic obstructive pulmonary disease","68 [35–109]","68.42542","35.38456","109.01774",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Western Pacific","Vanuatu","Male","Total","1170 [927–1472]","1169.88904","927.32874","1471.92236",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Western Pacific","Vanuatu","Both sexes","Chronic obstructive pulmonary disease","122 [43–223]","121.79218","43.23658","222.73486",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Eastern Mediterranean","Yemen","Female","Chronic obstructive pulmonary disease","238 [140–345]","238.45172","140.21150","344.75439",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Eastern Mediterranean","Yemen","Male","Chronic obstructive pulmonary disease","332 [195–479]","331.58359","194.97377","479.40475",""
"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)","Published","2016","Africa","Zimbabwe","Female","Chronic obstructive pulmonary disease","125 [61–204]","124.69337","61.40317","203.60097",""
"Ambient air pollution attributable DALYs  in children under 5 years","Published","2016","Africa","Côte d'Ivoire","Male","Lower respiratory infections","138384 [83620–198295]","138384.00000","83620.24219","198294.84380",""
"Ambient air pollution attributable DALYs  in children under 5 years","Published","2016","Europe","Czechia","Both sexes","Lower respiratory infections","297 [137–493]","296.93967","137.18309","492.88705",""
"Ambient air pollution attributable DALYs  in children under 5 years","Published","2016","Europe","Israel","Female","Lower respiratory infections","73 [38–113]","72.50565","38.01949","112.71224",""
"Ambient air pollution attributable DALYs  in children under 5 years","Published","2016","Americas","Nicaragua","Male","Lower respiratory infections","3873 [1892–6259]","3872.78369","1892.47376","6258.54297",""
"Ambient air pollution attributable DALYs  in children under 5 years","Published","2016","Western Pacific","New Zealand","Female","Lower respiratory infections","39 [4–116]","39.16734","3.58791","115.73132",""
"Ambient air pollution attributable DALYs  in children under 5 years","Published","2016","Western Pacific","Samoa","Male","Lower respiratory infections","43 [14–84]","42.61667","13.69233","83.66844",""
"Ambient air pollution attributable DALYs  in children under 5 years","Published","2016","Europe","Switzerland","Both sexes","Lower respiratory infections","43 [13–89]","43.32306","12.73931","88.50973",""
"Ambient air pollution attributable DALYs  in children under 5 years","Published","2016","Europe","Switzerland","Male","Lower respiratory infections","24 [7–49]","23.93716","7.03882","48.90403",""
"Ambient air pollution attributable DALYs  in children under 5 years","Published","2016","Eastern Mediterranean","Jordan","Both sexes","Lower respiratory infections","8581 [5993–11366]","8581.08594","5992.95361","11366.21680",""
"Ambient air pollution attributable DALYs  in children under 5 years","Published","2016","Africa","Mauritania","Both sexes","Lower respiratory infections","46818 [34713–59725]","46817.53516","34712.65234","59724.67188",""
"Ambient air pollution attributable DALYs  in children under 5 years","Published","2016","Europe","Sweden","Male","Lower respiratory infections","25 [2–73]","25.20583","2.31653","73.43279",""
"Ambient air pollution attributable DALYs  in children under 5 years","Published","2016","Africa","Togo","Male","Lower respiratory infections","36707 [25515–48815]","36707.17578","25515.22461","48814.82422",""
"Ambient air pollution attributable DALYs  in children under 5 years","Published","2016","Americas","Bahamas","Both sexes","Lower respiratory infections","124 [59–202]","124.40919","59.38914","202.01386",""
"Ambient air pollution attributable DALYs  in children under 5 years","Published","2016","South-East Asia","Bhutan","Female","Lower respiratory infections","767 [563–983]","766.85443","562.55408","983.30823",""
"Ambient air pollution attributable DALYs  in children under 5 years","Published","2016","Africa","Equatorial Guinea","Both sexes","Lower respiratory infections","15735 [12107–19572]","15735.22363","12107.10840","19571.50781",""
"Ambient air pollution attributable DALYs  in children under 5 years","Published","2016","Americas","Grenada","Female","Lower respiratory infections","30 [17–45]","30.47905","17.41412","44.91261",""
"Ambient air pollution attributable DALYs  in children under 5 years","Published","2016","Africa","Mauritius","Male","Lower respiratory infections","90 [37–158]","89.69579","36.75315","158.09926",""
"Ambient air pollution attributable DALYs  in children under 5 years","Published","2016","Africa","Namibia","Both sexes","Lower respiratory infections","9710 [5599–14239]","9710.05273","5598.61084","14238.66309",""
"Ambient air pollution attributable DALYs  in children under 5 years","Published","2016","Africa","Eswatini","Male","Lower respiratory infections","3163 [1494–5148]","3162.87476","1493.87488","5147.91065",""
"Ambient air pollution attributable DALYs  in children under 5 years","Published","2016","Americas","Antigua and Barbuda","Both sexes","Lower respiratory infections","5 [2–8]","4.79579","2.41146","7.61130",""
"Ambient air pollution attributable DALYs  in children under 5 years","Published","2016","Africa","Burkina Faso","Male","Lower respiratory infections","96846 [70369–124598]","96846.20313","70368.71094","124597.56250",""
"Ambient air pollution attributable DALYs  in children under 5 years","Published","2016","Americas","Ecuador","Male","Lower respiratory infections","5805 [2491–9920]","5804.90381","2490.72192","9919.69434",""
"Ambient air pollution attributable DALYs  in children under 5 years","Published","2016","Western Pacific","Lao People's Democratic Republic","Female","Lower respiratory infections","16173 [9760–23281]","16173.41211","9759.82813","23280.70117",""
"Ambient air pollution attributable DALYs  in children under 5 years","Published","2016","Africa","South Sudan","Female","Lower respiratory infections","99178 [73925–126033]","99177.94531","73924.64844","126033.22660",""
"Ambient air pollution attributable DALYs  in children under 5 years","Published","2016","Europe","Cyprus","Male","Lower respiratory infections","3 [1–5]","2.96492","1.43564","4.79734",""
"Ambient air pollution attributable DALYs  in children under 5 years","Published","2016","Eastern Mediterranean","Djibouti","Both sexes","Lower respiratory infections","4942 [3682–6286]","4942.48877","3682.15576","6286.16895",""
"Ambient air pollution attributable DALYs  in children under 5 years","Published","2016","Western Pacific","Lao People's Democratic Republic","Both sexes","Lower respiratory infections","33458 [20190–48160]","33457.60938","20189.95898","48160.31250",""
"Ambient air pollution attributable DALYs  in children under 5 years","Published","2016","Americas","Peru","Male","Lower respiratory infections","9591 [5935–13673]","9591.31641","5934.71191","13673.10449",""
"Ambient air pollution attributable DALYs  in children under 5 years","Published","2016","Western Pacific","Viet Nam","Male","Lower respiratory infections","54454 [36841–73629]","54454.49219","36841.33203","73628.77344",""
"Ambient air pollution attributable DALYs  in children under 5 years","Published","2016","Eastern Mediterranean","Yemen","Both sexes","Lower respiratory infections","221360 [169078–276565]","221360.42190","169077.93750","276565.15630",""
"Ambient air pollution attributable DALYs  in children under 5 years","Published","2016","Europe","Albania","Both sexes","Lower respiratory infections","727 [370–1153]","726.57642","369.51566","1152.62329",""
"Ambient air pollution attributable DALYs  in children under 5 years","Published","2016","Americas","Costa Rica","Both sexes","Lower respiratory infections","403 [180–676]","403.07947","179.78464","675.76270",""
"Ambient air pollution attributable DALYs  in children under 5 years","Published","2016","Eastern Mediterranean","Egypt","Female","Lower respiratory infections","97332 [77375–116700]","97331.73438","77375.03125","116700.34380",""
"Ambient air pollution attributable DALYs  in children under 5 years","Published","2016","Western Pacific","Cambodia","Female","Lower respiratory infections","15943 [9766–22713]","15942.81152","9766.04688","22713.10156",""
"Ambient air pollution attributable DALYs  in children under 5 years","Published","2016","Western Pacific","Kiribati","Both sexes","Lower respiratory infections","284 [94–551]","283.74207","93.89139","550.75519",""
"Ambient air pollution attributable DALYs  in children under 5 years","Published","2016","Europe","Poland","Male","Lower respiratory infections","778 [435–1178]","778.18018","435.27338","1178.26050",""
"Ambient air pollution attributable DALYs  in children under 5 years","Published","2016","South-East Asia","Democratic People's Republic of Korea","Female","Lower respiratory infections","10458 [7222–13982]","10458.30273","7221.71680","13981.67578",""
"Ambient air pollution attributable DALYs  in children under 5 years","Published","2016","Americas","Trinidad and Tobago","Male","Lower respiratory infections","250 [144–368]","250.19354","143.72083","367.50790",""
"Ambient air pollution attributable DALYs  in children under 5 years","Published","2016","Africa","Uganda","Male","Lower respiratory infections","218299 [167372–272353]","218298.76560","167372.12500","272353.43750",""
"Ambient air pollution attributable DALYs  in children under 5 years","Published","2016","Western Pacific","Viet Nam","Both sexes","Lower respiratory infections","89656 [60657–121225]","89655.57813","60656.72656","121224.71880",""
"Ambient air pollution attributable DALYs  in children under 5 years","Published","2016","Americas","Belize","Female","Lower respiratory infections","72 [40–109]","71.84115","39.56904","108.88824",""
"Ambient air pollution attributable DALYs  in children under 5 years","Published","2016","Americas","Brazil","Both sexes","Lower respiratory infections","40962 [15390–76563]","40961.53906","15390.29492","76563.45313",""
"Ambient air pollution attributable DALYs  in children under 5 years","Published","2016","Africa","Ghana","Male","Lower respiratory infections","73524 [50165–98813]","73524.48438","50164.51953","98813.21875",""
"Ambient air pollution attributable DALYs  in children under 5 years","Published","2016","Africa","Equatorial Guinea","Female","Lower respiratory infections","6748 [5192–8393]","6747.87451","5191.99805","8393.02246",""
"Ambient air pollution attributable DALYs  in children under 5 years","Published","2016","Africa","Madagascar","Female","Lower respiratory infections","54845 [30577–82804]","54845.33203","30577.11523","82803.77344",""
"Ambient air pollution attributable DALYs  in children under 5 years","Published","2016","Eastern Mediterranean","Syrian Arab Republic","Male","Lower respiratory infections","10311 [7801–13002]","10311.11523","7801.43701","13001.93555",""
"Ambient air pollution attributable DALYs  in children under 5 years","Published","2016","Africa","Burundi","Female","Lower respiratory infections","54101 [37618–71906]","54101.30469","37618.42578","71905.53906",""
"Ambient air pollution attributable DALYs  in children under 5 years","Published","2016","Africa","Gabon","Female","Lower respiratory infections","4241 [3090–5442]","4241.41797","3089.69580","5441.60059",""
"Ambient air pollution attributable DALYs  in children under 5 years","Published","2016","Africa","Gabon","Male","Lower respiratory infections","5096 [3712–6538]","5096.25635","3712.40942","6538.33008",""
"Ambient air pollution attributable DALYs  in children under 5 years","Published","2016","Europe","Latvia","Male","Lower respiratory infections","35 [14–63]","34.84759","13.96063","62.66756",""
"Ambient air pollution attributable DALYs  in children under 5 years","Published","2016","Americas","El Salvador","Male","Lower respiratory infections","2238 [1331–3224]","2237.50610","1331.40649","3224.11108",""
"Ambient air pollution attributable DALYs","Published","2016","Eastern Mediterranean","Afghanistan","Male","Stroke","41139 [35338–47254]","41139.16797","35337.93750","47254.25000",""
"Ambient air pollution attributable DALYs","Published","2016","Africa","Angola","Male","Trachea, bronchus, lung cancers","539 [311–798]","538.86106","310.78290","797.88025",""
"Ambient air pollution attributable DALYs","Published","2016","Americas","Argentina","Female","Lower respiratory infections","31325 [11673–57701]","31325.34381","11672.65723","57701.38672",""
"Ambient air pollution attributable DALYs","Published","2016","Americas","Argentina","Male","Stroke","24011 [17861–31372]","24010.64444","17860.89258","31372.20898",""
"Ambient air pollution attributable DALYs","Published","2016","Europe","Armenia","Male","Trachea, bronchus, lung cancers","4907 [2897–7164]","4906.97492","2897.22730","7163.56738",""
"Ambient air pollution attributable DALYs","Published","2016","Europe","Azerbaijan","Male","Stroke","10380 [7915–12961]","10379.90306","7914.90088","12960.98828",""
